0,0.026642410978289618
1,0.041055956842843855
2,0.007668767741738414
3,0.018891405506208082
4,0.06220012830956218
5,0.12321305672806626
6,0.0025900011174878057
7,0.05710037569931767
8,0.14944975824997908
9,0.03720196487631533
10,0.0013553660147509056
11,0.006830354035495492
12,0.019308700580873514
13,5.418432896691222E-4
14,0.1366005715576018
15,0.14742313167052173
16,0.008855275202135773
17,0.02799155833094508
18,0.1112927578972064
19,0.14320224995692654
20,2.487418043198228E-4
21,0.001968632417971395
22,0.09160997381133423
23,0.07401664455867143
24,0.018081434615872798
25,0.08529798776598371
26,0.0628652275059605
27,0.014721524153808938
28,0.04587156144887787
29,0.02884831270730056
30,0.014731344196695098
31,0.011293901263156068
32,0.09482525563479699
33,0.08987023258172316
34,0.0646973587400619
35,0.06818895030210374
36,0.08549095184180402
37,0.0811624191826658
38,1.3137579965177837E-4
39,0.00887847950943104
40,0.011071091672323882
41,0.003163342855392645
42,0.03241079847354591
43,0.02843475726965618
44,0.0719551434566407
45,0.06703499982163029
46,0.07592033963259755
47,0.08517136183958322
48,NaN
